Sequence_ID	Organism	Fwd_primer_name	Rev_primer_name	Specimen_voucher	Country	Note	Lat_Lon	Collection_date	Collected_by			
FISHCARD_miu_655.1	Gymnothorax mordax	MiFish Teleost	MiFish Teleost	#09-293	Mexico	Todos Santos Commercial Beach	"23.3833N,110.2W"	2-Jun-2009	J Snow			
FISHCARD_miu_656.1	Astroscopus zephyreus	MiFish Teleost	MiFish Teleost	#08-66	Mexico	Todos Santos (commercial beach)	"23.3833N,110.2W"	12-Feb-2008	J Snow (from local fisherman)			
FISHCARD_miu_657.1	Danaphos oculatus	MiFish Teleost	MiFish Teleost	#09-115	USA	NULL	"33.7833N,121.0667W"	18-Apr-2007	M Ohman & P Davison			
FISHCARD_miu_661.1	Eopsetta jordani	MiFish Teleost	MiFish Teleost	#10-49	USA	NULL	"46.5317N,124.325W"	28-Aug-2005	NWFC/NMFS			
FISHCARD_miu_662.1	Aulorhynchus flavidus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_663.1	Aulorhynchus flavidus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_664.1	Aulorhynchus flavidus	MiFish Teleost	MiFish Teleost	#04-103	USA	Puget Sound:  Port Orchard NMFS salmon pens	"47.5333N,122.6667W"	1-Sep-2003	"R Burhans & M Ball, SIO Aquarium"			
FISHCARD_miu_665.1	Thunnus obesus	MiFish Teleost	MiFish Teleost	#03-127	Mexico	Alijos Rocks: Butterfly Bank	"24.95N,115.75W"	27-Sep-2003	"via J Hyde, SIO grad. student"			
FISHCARD_miu_666.1	Sebastes reedi	MiFish Teleost	MiFish Teleost	#95-22	USA	"Fish Rocks, S of Point Arena"	"38.64N,123.735W"	26-Jul-1992	C Talbot			
FISHCARD_miu_667.1	Micrometrus aurora	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			Monterey Bay Aquarium - Giacomo Bernardi			
FISHCARD_miu_668.1	Micrometrus aurora	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			Monterey Bay Aquarium - Giacomo Bernardi			
FISHCARD_miu_669.1	Ranzania laevis	MiFish Teleost	MiFish Teleost	NULL	USA	Hawaii			NULL			
FISHCARD_miu_670.1	Mola mola	MiFish Teleost	MiFish Teleost	NULL	USA	"California, Santa Barbara"			NULL			
FISHCARD_miu_671.1	Mola tecta	MiFish Teleost	MiFish Teleost	NULL	Peru	Peru			NULL			
FISHCARD_miu_672.1	Mola alexandrini	MiFish Teleost	MiFish Teleost	NULL	Galapagos	"Pta Vicente Rosa, Galapagos"			NULL			
FISHCARD_miu_673.1	Masturus lanceolatus	MiFish Teleost	MiFish Teleost	NULL	Ecuador	Coastal mainland			NULL			
FISHCARD_miu_674.1	Mola alexandrini	MiFish Teleost	MiFish Teleost	NULL	Norway	"Buvika, Trondheimsfjorden"			NULL			
FISHCARD_miu_675.1	Ranzania laevis	MiFish Teleost	MiFish Teleost	NULL	NULL	Sargasso Sea	"32.0167N,117.2667W"		NULL			
FISHCARD_miu_676.1	Paralabrax nebulifer	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_677.1	Paralichthys californicus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_678.1	Paralabrax nebulifer	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_679.1	Paralichthys californicus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_680.1	Paralichthys californicus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_681.1	Seriphus politus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_682.1	Paralichthys californicus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_683.1	Paralabrax nebulifer	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_684.1	Seriphus politus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_685.1	Phanerodon furcatus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_686.1	Paralabrax clathratus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_687.1	Paralichthys californicus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_688.1	Paralabrax nebulifer	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_689.1	Urobatis halleri	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_690.1	Seriphus politus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_691.1	Seriphus politus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_692.1	Paralabrax clathratus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_693.1	Pleuronichthys ritteri	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_694.1	Seriphus politus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_695.1	Paralabrax maculatofasciatus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_696.1	Paralichthys californicus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_697.1	Symphurus atricaudus	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_698.1	Pleuronichthys ritteri	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_699.1	Paralabrax nebulifer	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
FISHCARD_miu_700.1	Lythrypnus dalli	MiFish Teleost	MiFish Teleost	#03-78	Mexico	"Isla Ventana, Bahia de Los Angeles, El Arco"		20-Jul-2003	"M Craig, SIO grad. student"			
FISHCARD_miu_701.1	Embiotoca caryi	MiFish Teleost	MiFish Teleost	#03-47	USA	Santa Barbara Co.: Goleta Point	"34.45N,119.8333W"	26-Apr-2003	"M Craig & party, SIO"			
FISHCARD_miu_702.1	Atractoscion nobilis	MiFish Teleost	MiFish Teleost	NULL	USA	NULL			NULL			
