Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	sum taxonomy
forward_12S_Oct2019_1729	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1730	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1731	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1732	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1733	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1734	0	0	1	
forward_12S_Oct2019_1735	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1736	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1737	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1738	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1739	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_1740	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1741	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1742	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1743	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
forward_12S_Oct2019_1744	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1745	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1746	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1747	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1748	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1749	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1750	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1751	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1752	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1753	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1754	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1755	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1756	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;
forward_12S_Oct2019_1757	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
forward_12S_Oct2019_1758	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;
forward_12S_Oct2019_1759	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
forward_12S_Oct2019_1760	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;;
forward_12S_Oct2019_1761	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;;
forward_12S_Oct2019_1762	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;;
forward_12S_Oct2019_1763	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;;
forward_12S_Oct2019_1764	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;;
forward_12S_Oct2019_1765	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;;
forward_12S_Oct2019_1766	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;;
forward_12S_Oct2019_1767	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;;;
forward_12S_Oct2019_1768	0	0	1	
forward_12S_Oct2019_1769	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1770	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_12S_Oct2019_1771	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1772	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1773	0	0	1	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_1774	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_12S_Oct2019_1775	0	0	1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_1776	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1777	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1778	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1779	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1780	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1781	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1782	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1783	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1784	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_12S_Oct2019_1785	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_12S_Oct2019_1786	0	0	1	
forward_12S_Oct2019_1787	0	0	1	
forward_12S_Oct2019_1788	0	0	1	
forward_12S_Oct2019_1789	0	0	1	
forward_12S_Oct2019_1790	0	0	1	
forward_12S_Oct2019_1791	0	0	1	
forward_12S_Oct2019_1792	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys decurrens
forward_12S_Oct2019_1793	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys decurrens
forward_12S_Oct2019_1794	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys decurrens
forward_12S_Oct2019_1795	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_12S_Oct2019_1796	0	0	1	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
merged_12S_Oct2019_1	7310	27791	18715	Eukaryota;Chordata;Actinopteri;;;;
merged_12S_Oct2019_2	16111	8783	4698	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
merged_12S_Oct2019_3	12870	6292	6255	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_12S_Oct2019_4	0	17890	4446	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
merged_12S_Oct2019_5	9623	1269	8185	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
merged_12S_Oct2019_6	13729	1614	3173	
merged_12S_Oct2019_7	8642	1837	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_12S_Oct2019_8	0	0	9607	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
merged_12S_Oct2019_9	6164	0	3392	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
merged_12S_Oct2019_10	6954	444	1776	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
merged_12S_Oct2019_11	875	2503	4097	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
merged_12S_Oct2019_12	5283	672	1181	
merged_12S_Oct2019_13	3532	2730	626	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus
merged_12S_Oct2019_14	2721	750	688	
merged_12S_Oct2019_15	0	0	3656	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
merged_12S_Oct2019_16	2527	423	533	
merged_12S_Oct2019_17	939	293	2135	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
merged_12S_Oct2019_18	0	0	3350	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
merged_12S_Oct2019_19	3134	178	0	Eukaryota;Chordata;Actinopteri;;;;
merged_12S_Oct2019_20	2864	0	0	
merged_12S_Oct2019_21	0	727	1793	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
merged_12S_Oct2019_22	1245	257	1014	
merged_12S_Oct2019_23	352	2059	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
merged_12S_Oct2019_24	1578	0	645	
merged_12S_Oct2019_25	0	164	2020	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
merged_12S_Oct2019_26	0	0	2046	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox maeandricus
merged_12S_Oct2019_27	1367	0	677	
merged_12S_Oct2019_28	1227	160	445	
merged_12S_Oct2019_29	1383	32	340	Eukaryota;Chordata;Actinopteri;;;;
merged_12S_Oct2019_30	0	0	1630	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
merged_12S_Oct2019_31	1097	0	450	
merged_12S_Oct2019_32	1515	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
merged_12S_Oct2019_33	1478	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
merged_12S_Oct2019_34	1030	0	377	
merged_12S_Oct2019_35	0	0	1319	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
merged_12S_Oct2019_36	1310	0	0	
merged_12S_Oct2019_37	1284	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
merged_12S_Oct2019_38	0	134	1140	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
merged_12S_Oct2019_39	933	123	209	
merged_12S_Oct2019_40	806	0	393	
merged_12S_Oct2019_41	413	113	601	
merged_12S_Oct2019_42	670	0	430	
merged_12S_Oct2019_43	798	104	189	
merged_12S_Oct2019_44	700	144	161	
merged_12S_Oct2019_45	999	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
merged_12S_Oct2019_46	0	0	995	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Icelinus;Icelinus filamentosus
merged_12S_Oct2019_47	0	0	938	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_12S_Oct2019_48	0	855	0	Eukaryota;Chordata;Actinopteri;;;;
merged_12S_Oct2019_49	689	155	0	
merged_12S_Oct2019_50	537	90	142	
merged_12S_Oct2019_51	0	0	723	Eukaryota;Chordata;Actinopteri;;;;
merged_12S_Oct2019_52	570	0	128	
merged_12S_Oct2019_53	695	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
merged_12S_Oct2019_54	668	0	0	
merged_12S_Oct2019_55	457	83	126	
merged_12S_Oct2019_56	412	65	167	
merged_12S_Oct2019_57	0	226	380	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;
merged_12S_Oct2019_58	367	54	166	
merged_12S_Oct2019_59	329	0	252	
merged_12S_Oct2019_60	463	0	106	
merged_12S_Oct2019_61	553	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_12S_Oct2019_62	0	0	531	
merged_12S_Oct2019_63	0	0	530	
merged_12S_Oct2019_64	528	0	0	
merged_12S_Oct2019_65	528	0	0	
merged_12S_Oct2019_66	456	49	0	
merged_12S_Oct2019_67	0	0	493	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_12S_Oct2019_68	357	0	135	
merged_12S_Oct2019_69	491	0	0	
merged_12S_Oct2019_70	375	0	105	
merged_12S_Oct2019_71	0	0	474	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Etelis;Etelis carbunculus
merged_12S_Oct2019_72	461	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_12S_Oct2019_73	350	88	0	
merged_12S_Oct2019_74	296	36	106	
merged_12S_Oct2019_75	0	415	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus
merged_12S_Oct2019_76	413	0	0	
merged_12S_Oct2019_77	0	0	397	Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
merged_12S_Oct2019_78	257	21	109	
merged_12S_Oct2019_79	0	0	387	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_12S_Oct2019_80	375	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
merged_12S_Oct2019_81	0	372	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
merged_12S_Oct2019_82	261	0	93	
merged_12S_Oct2019_83	354	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Centrolophidae;Icichthys;Icichthys lockingtoni
merged_12S_Oct2019_84	299	46	0	
merged_12S_Oct2019_85	0	0	337	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea
merged_12S_Oct2019_86	336	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
merged_12S_Oct2019_87	231	0	100	
merged_12S_Oct2019_88	295	0	33	
merged_12S_Oct2019_89	299	29	0	
merged_12S_Oct2019_90	320	0	0	
merged_12S_Oct2019_91	166	0	146	
merged_12S_Oct2019_92	194	43	67	
merged_12S_Oct2019_93	260	0	34	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
merged_12S_Oct2019_94	238	51	0	
merged_12S_Oct2019_95	0	274	0	
merged_12S_Oct2019_96	267	0	0	
merged_12S_Oct2019_97	263	0	0	
merged_12S_Oct2019_98	198	55	0	
merged_12S_Oct2019_99	247	0	0	
merged_12S_Oct2019_100	0	246	0	Eukaryota;Chordata;Actinopteri;;;;
merged_12S_Oct2019_101	240	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_12S_Oct2019_102	0	0	240	
merged_12S_Oct2019_103	0	237	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
merged_12S_Oct2019_104	232	0	0	
merged_12S_Oct2019_105	224	0	0	
merged_12S_Oct2019_106	0	0	210	
merged_12S_Oct2019_107	208	0	0	
merged_12S_Oct2019_108	0	206	0	
merged_12S_Oct2019_109	191	0	0	
merged_12S_Oct2019_110	0	0	191	
merged_12S_Oct2019_111	189	0	0	
merged_12S_Oct2019_112	0	0	183	
merged_12S_Oct2019_113	117	0	60	
merged_12S_Oct2019_114	0	176	0	
merged_12S_Oct2019_115	0	170	0	
merged_12S_Oct2019_116	114	0	54	
merged_12S_Oct2019_117	163	0	0	
merged_12S_Oct2019_118	129	0	34	
merged_12S_Oct2019_119	0	162	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
merged_12S_Oct2019_120	157	0	0	
merged_12S_Oct2019_121	156	0	0	
merged_12S_Oct2019_122	94	0	60	
merged_12S_Oct2019_123	152	0	0	
merged_12S_Oct2019_124	0	0	152	
merged_12S_Oct2019_125	147	0	0	
merged_12S_Oct2019_126	142	0	0	
merged_12S_Oct2019_127	119	19	0	
merged_12S_Oct2019_128	0	0	138	
merged_12S_Oct2019_129	136	0	0	
merged_12S_Oct2019_130	0	136	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus nudus
merged_12S_Oct2019_131	0	135	0	
merged_12S_Oct2019_132	133	0	0	
merged_12S_Oct2019_133	103	0	30	
merged_12S_Oct2019_134	0	0	133	
merged_12S_Oct2019_135	0	0	128	Eukaryota;Chordata;Actinopteri;;Opistognathidae;Opistognathus;
merged_12S_Oct2019_136	72	0	53	
merged_12S_Oct2019_137	0	125	0	
merged_12S_Oct2019_138	123	0	0	
merged_12S_Oct2019_139	119	0	0	
merged_12S_Oct2019_140	115	0	0	
merged_12S_Oct2019_141	76	0	39	
merged_12S_Oct2019_142	80	0	33	
merged_12S_Oct2019_143	95	16	0	
merged_12S_Oct2019_144	0	0	111	
merged_12S_Oct2019_145	107	0	0	
merged_12S_Oct2019_146	106	0	0	
merged_12S_Oct2019_147	0	0	102	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys decurrens
merged_12S_Oct2019_148	97	0	0	
merged_12S_Oct2019_149	96	0	0	
merged_12S_Oct2019_150	0	0	95	
merged_12S_Oct2019_151	0	92	0	
merged_12S_Oct2019_152	86	0	0	
merged_12S_Oct2019_153	84	0	0	
merged_12S_Oct2019_154	82	0	0	
merged_12S_Oct2019_155	80	0	0	
merged_12S_Oct2019_156	79	0	0	
merged_12S_Oct2019_157	55	0	23	
merged_12S_Oct2019_158	71	0	0	
merged_12S_Oct2019_159	71	0	0	
merged_12S_Oct2019_160	70	0	0	
merged_12S_Oct2019_161	0	0	69	
merged_12S_Oct2019_162	68	0	0	
merged_12S_Oct2019_163	43	0	20	
merged_12S_Oct2019_164	63	0	0	
merged_12S_Oct2019_165	62	0	0	
merged_12S_Oct2019_166	61	0	0	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
merged_12S_Oct2019_167	59	0	0	
merged_12S_Oct2019_168	59	0	0	
merged_12S_Oct2019_169	58	0	0	
merged_12S_Oct2019_170	0	0	58	
merged_12S_Oct2019_171	55	0	0	
merged_12S_Oct2019_172	0	0	52	
merged_12S_Oct2019_173	51	0	0	
merged_12S_Oct2019_174	49	0	0	
merged_12S_Oct2019_175	0	0	47	
merged_12S_Oct2019_176	44	0	0	
merged_12S_Oct2019_177	42	0	0	
merged_12S_Oct2019_178	42	0	0	
merged_12S_Oct2019_179	39	0	0	
merged_12S_Oct2019_180	38	0	0	
merged_12S_Oct2019_181	36	0	0	
merged_12S_Oct2019_182	36	0	0	
merged_12S_Oct2019_183	35	0	0	
merged_12S_Oct2019_184	0	0	35	
merged_12S_Oct2019_185	34	0	0	
merged_12S_Oct2019_186	34	0	0	
merged_12S_Oct2019_187	34	0	0	
merged_12S_Oct2019_188	33	0	0	
merged_12S_Oct2019_189	0	0	33	
merged_12S_Oct2019_190	0	0	32	
merged_12S_Oct2019_191	21	0	8	
merged_12S_Oct2019_192	28	0	0	
merged_12S_Oct2019_193	27	0	0	
merged_12S_Oct2019_194	27	0	0	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;
merged_12S_Oct2019_195	26	0	0	
merged_12S_Oct2019_196	25	0	0	
merged_12S_Oct2019_197	25	0	0	
merged_12S_Oct2019_198	0	0	25	
merged_12S_Oct2019_199	24	0	0	
merged_12S_Oct2019_200	22	0	0	
merged_12S_Oct2019_201	0	0	17	
merged_12S_Oct2019_202	0	0	17	
merged_12S_Oct2019_203	16	0	0	
merged_12S_Oct2019_204	11	0	0	
merged_12S_Oct2019_205	7	0	0	
merged_12S_Oct2019_206	7	0	0	
merged_12S_Oct2019_207	6	0	0	
merged_12S_Oct2019_208	0	6	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
merged_12S_Oct2019_209	4	0	0	
merged_12S_Oct2019_210	0	4	0	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;;
merged_12S_Oct2019_211	0	3	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
merged_12S_Oct2019_212	1	0	0	
reverse_12S_Oct2019_1	1	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_2	1	1	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_3	1	1	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_4	0	2	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus
reverse_12S_Oct2019_5	0	1	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
reverse_12S_Oct2019_6	0	1	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_7	0	0	2	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_8	1	0	0	
reverse_12S_Oct2019_9	1	0	0	
reverse_12S_Oct2019_10	1	0	0	
reverse_12S_Oct2019_11	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_12S_Oct2019_12	1	0	0	
reverse_12S_Oct2019_13	1	0	0	
reverse_12S_Oct2019_14	1	0	0	
reverse_12S_Oct2019_15	1	0	0	
reverse_12S_Oct2019_16	1	0	0	
reverse_12S_Oct2019_17	1	0	0	
reverse_12S_Oct2019_18	1	0	0	
reverse_12S_Oct2019_19	1	0	0	
reverse_12S_Oct2019_20	1	0	0	
reverse_12S_Oct2019_21	1	0	0	
reverse_12S_Oct2019_22	1	0	0	
reverse_12S_Oct2019_23	1	0	0	
reverse_12S_Oct2019_24	1	0	0	
reverse_12S_Oct2019_25	1	0	0	
reverse_12S_Oct2019_26	1	0	0	
reverse_12S_Oct2019_27	1	0	0	
reverse_12S_Oct2019_28	1	0	0	
reverse_12S_Oct2019_29	1	0	0	
reverse_12S_Oct2019_30	1	0	0	
reverse_12S_Oct2019_31	1	0	0	
reverse_12S_Oct2019_32	1	0	0	
reverse_12S_Oct2019_33	1	0	0	
reverse_12S_Oct2019_34	1	0	0	
reverse_12S_Oct2019_35	1	0	0	
reverse_12S_Oct2019_36	1	0	0	
reverse_12S_Oct2019_37	1	0	0	
reverse_12S_Oct2019_38	1	0	0	
reverse_12S_Oct2019_39	1	0	0	
reverse_12S_Oct2019_40	1	0	0	
reverse_12S_Oct2019_41	1	0	0	
reverse_12S_Oct2019_42	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
reverse_12S_Oct2019_43	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
reverse_12S_Oct2019_44	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_45	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus dolomieu
reverse_12S_Oct2019_46	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_47	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_48	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_49	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_Oct2019_50	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_Oct2019_51	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_Oct2019_52	1	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;;;
reverse_12S_Oct2019_53	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_12S_Oct2019_54	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
reverse_12S_Oct2019_55	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_56	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_57	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_58	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_59	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_60	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_61	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_62	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_63	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_12S_Oct2019_64	1	0	0	Eukaryota;Chordata;Actinopteri;Spariformes;;;
reverse_12S_Oct2019_65	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
