Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	sum taxonomy
forward_12S_Oct2019_705	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_706	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_707	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_708	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_709	1	0	0	
forward_12S_Oct2019_710	1	0	0	
forward_12S_Oct2019_711	1	0	0	
forward_12S_Oct2019_712	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_713	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_714	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_715	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_716	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_717	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_718	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_719	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_720	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_721	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_722	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
forward_12S_Oct2019_723	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
forward_12S_Oct2019_724	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
forward_12S_Oct2019_725	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
forward_12S_Oct2019_726	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
forward_12S_Oct2019_727	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
forward_12S_Oct2019_728	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_729	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_730	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_731	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_732	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_733	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_734	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_735	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_736	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_737	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_738	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_739	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_740	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_741	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_742	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_743	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_744	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_745	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_746	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_747	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_748	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_749	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_750	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_751	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_752	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_753	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_754	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_755	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_756	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_757	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_758	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_759	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_760	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_761	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_762	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_763	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_764	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_765	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_766	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_767	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_768	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_769	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_770	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_771	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_772	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_773	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_774	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_775	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_776	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_777	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_778	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_779	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_780	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_781	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_782	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_783	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_784	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_785	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_786	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_787	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_788	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_789	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_790	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_791	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_792	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_793	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_794	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_795	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_796	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_797	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_798	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_799	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_800	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_801	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_802	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_803	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_804	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_805	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_806	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_807	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_808	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_809	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_810	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_811	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_812	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_813	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_814	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_815	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_816	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_817	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_818	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_819	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_820	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_821	1	0	0	
forward_12S_Oct2019_822	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_823	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_824	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_825	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_826	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_827	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_828	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_829	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_830	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_831	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_832	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_833	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_834	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_835	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_836	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_837	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_838	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_839	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_840	1	0	0	
forward_12S_Oct2019_841	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_842	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_843	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_844	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_845	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_846	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_847	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_848	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_849	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_850	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_851	1	0	0	
forward_12S_Oct2019_852	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_853	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_854	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_855	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_856	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_857	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_858	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_859	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_860	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_861	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_862	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_863	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_864	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_865	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_866	1	0	0	Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;;
forward_12S_Oct2019_867	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_868	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_869	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_870	1	0	0	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
forward_12S_Oct2019_871	1	0	0	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
forward_12S_Oct2019_872	1	0	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_873	1	0	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_874	1	0	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_875	1	0	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
forward_12S_Oct2019_876	1	0	0	Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Platytroctidae;Normichthys;Normichthys operosus
forward_12S_Oct2019_877	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_878	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_879	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;;
forward_12S_Oct2019_880	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_881	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_882	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_883	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_884	1	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;
forward_12S_Oct2019_885	1	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
forward_12S_Oct2019_886	1	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;
forward_12S_Oct2019_887	1	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
forward_12S_Oct2019_888	1	0	0	
forward_12S_Oct2019_889	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_890	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
forward_12S_Oct2019_891	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_892	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_893	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_894	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Opistognathidae;Opistognathus;Opistognathus punctatus
forward_12S_Oct2019_895	1	0	0	
forward_12S_Oct2019_896	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_897	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_898	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_899	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_900	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_901	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_902	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_903	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_904	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_905	1	0	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_906	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_907	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_908	1	0	0	
forward_12S_Oct2019_909	1	0	0	
forward_12S_Oct2019_910	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_911	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_912	1	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
forward_12S_Oct2019_913	1	0	0	
forward_12S_Oct2019_914	1	0	0	
forward_12S_Oct2019_915	1	0	0	
forward_12S_Oct2019_916	1	0	0	
forward_12S_Oct2019_917	1	0	0	
forward_12S_Oct2019_918	1	0	0	
forward_12S_Oct2019_919	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_920	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_921	1	0	0	
forward_12S_Oct2019_922	1	0	0	
forward_12S_Oct2019_923	1	0	0	
forward_12S_Oct2019_924	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_925	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_926	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_927	0	1	0	
forward_12S_Oct2019_928	0	1	0	
forward_12S_Oct2019_929	0	1	0	
forward_12S_Oct2019_930	0	1	0	
